Gene Symbol	33	34	35	36	37	41	42	43	46	47	48	50	53	54	59	60	61	63	64	65	66	67	70	71	86	87	88	89	92	94	95	96	97	99	100	115	117	118	121	123	125	127	128	129	76	104	105	106	107	101	108	109	110
C9orf131	3.6416754	3.3407655	3.5839056	3.680768	3.4245979	3.6967521	3.1623397	3.0975891	2.7608359	3.6626056	3.5775583	3.9683484	4.3989378	3.3707566	4.2431327	4.2450692	2.5933916	3.4620126	3.0052886	3.2151387	4.5587645	3.2326155	4.2825156	2.4025572	3.5215629	3.6845309	3.6043536	4.6306269	4.0236941	1.9584203	3.7304239	3.7854492	3.0081716	3.2855413	3.3565286	3.6455635	3.0950761	3.6078974	3.4177322	4.0556419	3.8412875	3.9037148	4.2634213	3.4348346	4.0871684	4.022641	4.11738	3.2348091	2.6141742	3.6651584	4.0417626	3.707664	4.4279336
CABYR	4.2259572	3.8538844	3.3802335	3.587093	4.0246958	3.5638474	3.5954877	3.7370825	4.046511	3.5002894	4.3968373	4.0264102	3.7274734	4.0989995	4.1890484	3.7189656	4.8149848	2.7862363	4.0327745	3.3643372	2.5746616	3.6087958	3.3728139	3.986748	3.8293771	3.2826627	3.1085077	4.4498524	3.7245725	4.1646768	3.5621061	3.5523515	3.693953	2.6818561	3.7516411	3.3763292	4.0372392	4.191071	4.4588062	4.179549	4.6448272	4.1755613	3.9131803	3.8403003	1.1042655	3.2582511	4.4750798	4.9107861	4.7762415	2.9415273	2.9920567	3.714437	3.8083227
CASC5	4.5718486	3.6765661	3.1188855	4.1021502	2.9437039	3.5265248	3.7795411	4.1695766	2.7489887	3.542825	3.4242254	3.4278988	4.330124	3.8609997	4.4284864	3.4895568	3.9047983	4.1302981	3.3461464	3.4998738	3.2300574	4.3360723	4.2212918	4.470036	4.2115122	4.1426174	4.9570876	3.3027886	3.7661129	4.4793031	3.3842122	3.7136109	3.8497474	3.7588295	3.3428422	3.5924869	3.6138584	3.9315865	3.5131485	3.3837858	3.7514877	3.6285847	5.0846913	4.0434199	4.7363791	5.0014699	4.1607967	4.4076765	2.1286491	3.7224431	4.623541	3.8266916	4.1893276
CBX2	2.9653372	5.5250241	3.4192349	5.8210944	4.0186385	4.0093549	4.0147254	4.2023154	4.0117522	3.5787552	3.8756566	3.6209937	4.3676608	4.0424718	3.4502083	4.2438237	4.9962837	4.2037923	4.3095445	3.7556358	7.1080998	4.3894502	3.6755098	4.7228167	5.2668565	3.6647695	3.2174812	5.1030985	5.050407	3.0656157	3.8331758	4.2015027	4.8211667	3.8382585	4.3828344	4.2091759	5.6237213	3.6812865	3.1096364	4.7091703	4.5988297	4.061174	3.5774792	4.2062387	4.7994217	4.6217072	4.0516939	4.3596912	4.7602424	3.7102224	3.2307152	3.9136002	4.0921359
CCDC15	3.2511239	4.8744528	4.1097836	4.550133	3.8000461	3.6295468	3.8615278	4.1638201	3.6292824	4.9927406	4.284783	3.702357	5.3183285	3.7921303	4.3705452	4.4551556	3.7618488	3.5855999	4.145986	4.3137937	3.8067239	3.4268948	3.16564	4.2014588	4.3082276	4.8061862	4.4506087	4.2962716	3.8692999	4.3248175	3.8743252	3.6096186	3.7404045	4.2080436	3.5449417	3.9341192	3.9168351	4.664313	4.70112	4.0763722	4.2242352	4.099732	3.8623003	4.3444168	3.9463183	4.3705022	3.5692052	3.8270864	4.829895	3.7272195	4.2618849	3.8702029	2.9313167
CCDC33	4.2415132	2.9588322	3.0907851	3.6000413	3.252992	3.0572227	3.5356556	3.4665176	2.7005352	3.5297036	3.2042629	2.8918113	2.1039175	2.9983405	3.5142849	3.263582	2.3383554	3.309663	3.4447485	3.0859428	2.8322179	3.3749667	3.0634262	3.1351433	3.1963099	3.4395852	3.8702302	4.1189907	3.0889188	4.0875131	4.105406	2.9990349	2.9721649	3.7626435	3.3754556	3.4690448	3.4195258	3.8730104	4.2656546	3.5075675	4.0817037	3.4660236	3.5784674	3.3634161	3.7851908	3.3596095	4.8769935	3.6706744	3.3677936	2.7090981	2.0473969	2.857583	2.9284712
CCNA1	4.2718602	4.8043098	4.6885134	3.918438	3.5478658	3.2045174	4.2661477	3.8799078	4.1273022	4.1381592	5.2875748	5.2835632	4.3820805	6.3131667	4.5358886	5.4939267	4.2279162	5.2760218	3.2245948	4.5952709	2.7655415	3.6264306	3.8412479	3.2104854	3.5444936	3.9091709	3.4448734	6.064594	3.6738041	4.8971593	3.3288489	4.2480649	3.2448394	4.8436188	3.6135008	3.7113503	4.227823	6.893302	4.1580252	4.7272539	3.9791593	4.2455239	5.5601976	4.8226472	3.7190744	3.6028757	2.2129001	4.2922057	1.526549	3.7762369	4.3041592	3.6725632	4.3576349
CCT6B	6.9214706	6.8495797	5.7049125	5.7708208	6.7501601	6.1291991	5.800024	5.8258925	5.8222657	5.9462496	6.4550441	5.9928198	6.965494	6.0199786	7.2347337	6.7827635	6.4116299	6.487226	5.6256304	6.1393132	5.4508083	7.0432805	5.7416974	6.2643523	5.7397339	5.8623398	5.9980551	5.9287174	5.2487255	6.5949928	6.3196309	5.4675274	6.6344604	5.481865	5.3649734	5.5475947	5.8417394	6.835662	5.7631799	6.6820891	5.573409	6.3339892	6.7536213	6.5124994	6.0142003	5.9785964	5.8771801	6.0015465	6.1973728	7.4909602	7.6187606	7.8163742	7.9229338
CDC25A	3.4495872	3.4876828	3.8799475	3.5815543	3.7996228	3.5566171	3.2025544	3.6166282	3.9391697	3.6150421	4.3459168	3.4207735	2.7136433	3.3545543	3.6508471	3.8408965	3.6497553	3.2602943	4.0877617	3.3662642	3.8605756	2.723943	4.1065968	3.914416	4.0277386	3.5959758	3.1686799	3.8440124	3.2594777	4.3791263	4.1242812	3.3011618	3.1252955	3.4650646	3.4400004	3.3451762	3.4576718	3.7705981	3.5877585	3.156104	2.913439	2.7888142	4.3440312	2.7894923	4.1414061	3.7081874	3.6792347	3.2941458	4.6343666	3.8810329	4.8649038	3.7201819	3.4666694
CDC25C	3.2385989	3.9861301	3.2896239	3.8954277	3.6602607	3.0203924	3.8821617	3.676915	3.867664	3.4907216	3.2867801	3.1806285	4.0175854	3.5181514	4.3497592	3.0834699	3.7417314	3.8568481	3.7401535	3.7126178	4.4916077	2.1395596	3.8868084	3.9156128	3.6938005	4.3089242	3.1206074	2.9203749	3.8094394	3.1357016	3.3757121	3.024669	3.6649187	3.8326931	3.642488	3.2861614	3.5393815	3.4740289	4.5488295	3.0678487	2.6918985	3.2729465	3.4628226	3.2474531	4.2692624	4.3497905	4.2206652	4.0764794	3.0090466	3.994052	2.7792217	4.3780976	3.4952065
CDCA2	2.325749	3.9649978	2.9005196	3.1170096	2.689313	3.585901	2.4626516	3.6935218	3.7123902	2.4557829	3.8588895	3.1191115	1.8087564	2.7434253	3.1675606	2.5749195	2.8581653	2.3643064	2.2154848	3.4692793	2.2152452	3.6586489	2.3119945	2.4273113	2.9830276	2.1830103	1.9554678	2.7503706	2.2183973	4.6187758	2.6403782	3.305662	3.6767456	2.466295	2.8733979	2.6585618	3.7523753	2.2843614	4.2101596	4.0757531	2.9891224	2.3751223	4.2543845	3.9142207	3.673363	3.9487468	2.818311	2.9407698	2.7681193	3.0124619	3.6276197	2.1142879	2.2121744
CDKN3	6.1310751	6.3327567	6.6510071	6.3429659	6.3265918	6.5817772	6.4451671	6.3417521	5.9737057	6.7188358	6.4190338	6.6583623	6.7442655	6.518676	5.9498492	6.5570334	6.6609193	6.0871392	6.3239486	6.0625092	5.6360979	6.0921959	6.4239515	5.7661472	6.5557145	6.7780758	5.9849596	6.7439015	6.3304863	5.6307769	6.6207182	6.3631477	6.4283527	5.9625733	6.7853769	6.3285942	6.3215331	6.9082566	5.3641893	6.5686383	6.1383828	6.5309439	6.0904145	6.7005681	5.9406445	5.8885993	5.6432585	5.5828708	5.1030808	6.1941518	6.0604764	6.1790239	5.45288
CEP55	3.5036825	3.3709916	3.7610766	3.946887	3.3072236	3.7876387	4.1311555	3.1299543	3.9354827	3.5987919	3.8400681	3.4469494	4.2106379	3.1417346	2.3606363	4.0216987	3.7957325	4.2033654	2.6562247	3.9144578	4.5029027	3.4847412	3.8605008	4.4716691	3.7497957	4.1057641	2.6120774	3.8562703	3.2015999	3.1176354	3.743474	3.4743687	3.4107725	3.7953738	3.76483	2.9989443	3.4316131	3.5008821	4.8321205	3.7533911	3.9159239	3.9583525	2.7339873	3.9251053	4.1771671	2.8606971	4.382263	4.1753269	3.7424143	3.6747126	3.319224	3.3188334	2.2732821
CRISP2	3.4359371	3.3569453	2.5967822	3.1440074	4.3221438	3.1942208	2.3698008	3.2321021	2.7058375	3.5511986	2.9828393	3.0544903	3.3606152	3.6078887	2.5437508	2.7104749	3.4675521	2.8110002	3.2520755	2.846545	2.2718635	4.0323036	3.4326982	3.3842217	3.2705298	3.3841696	3.6261543	1.520983	3.4161674	3.9398848	3.3046548	3.3041621	2.8742244	4.1427559	3.3315602	3.3884855	3.3173009	3.0201071	4.4957045	3.8966405	2.795232	3.1960355	2.348876	3.8713815	3.2413126	3.8401197	4.649724	3.6821701	4.7861373	2.9361447	3.1320639	3.3587052	3.5432808
CT45A1	5.5369051	5.1461267	5.4070983	5.7137108	5.1693963	5.1149402	4.8584851	4.7836276	5.2224139	5.2147353	5.0012661	4.7002979	4.9407195	5.0247863	3.7643818	5.365197	4.8791747	5.3037849	4.3201894	4.8173141	4.9850028	4.2593158	4.7274075	4.6787009	5.0375181	5.0934844	4.9912308	5.1665381	5.4549683	4.3153922	5.0847489	4.8697721	5.4016487	4.7666191	4.5203209	5.2079527	5.5934044	5.03272	4.3026902	5.0636307	5.3691353	5.3815234	4.7873276	5.0915149	4.9604846	5.5659714	3.8650198	5.0749726	4.4988355	4.5822783	4.7741571	4.895361	4.6238163
CTAG1B	7.1157196	6.9309373	7.4066643	6.8204833	6.7750398	7.0136253	7.7219356	7.7868787	8.3524113	6.9121423	6.9122162	6.9804663	8.278892	7.3445398	7.4499553	6.4859457	6.8526327	8.8471782	6.6583956	8.3071115	7.7253729	7.1102076	8.8153943	8.84332	7.2745918	8.430531	8.3232593	6.8672146	7.2825026	6.7125861	7.3865921	7.3473901	6.7106943	6.8397795	7.4311617	7.0683513	7.197607	7.0352109	8.4775234	8.551131	8.7955654	8.188746	6.7346097	7.4680056	9.9313456	9.8689867	9.1997255	9.7277442	9.148492	8.7253409	8.7149095	8.7447161	8.400165
CTAGE1	2.6087614	3.429972	3.7924959	3.5399958	3.3564829	4.1753041	3.4854707	3.4186753	4.2874684	3.2470228	3.1228301	4.0696509	3.525853	3.6018872	3.6797635	3.6837548	2.7674648	4.4097978	3.1059968	3.1965797	3.8734888	3.6491499	3.4864367	3.8378626	3.5864391	4.2158794	3.3352439	3.2210892	3.3810024	3.6668558	3.6380994	4.0936579	3.8367748	3.3709966	3.6656919	3.2967346	4.9041161	3.7493917	2.911349	3.7683408	4.6017121	2.396545	3.5481658	4.307858	4.7148775	3.7462754	4.6494678	4.8404837	2.1713554	3.9117648	2.914608	3.4725393	4.1364796
CTAGE5	5.2882704	4.2973584	4.5577144	4.1318895	5.1957818	4.8424445	5.5898922	4.7122878	5.1695493	3.8200013	4.147603	3.9814932	4.1551773	5.1976247	4.698783	4.1216338	5.0912346	4.9795096	6.0018957	6.1961442	5.5430319	5.4283467	4.7261335	4.4768174	4.0263091	3.9017636	4.4505759	5.3842107	4.8199794	5.4720447	5.5358866	6.1740516	5.3126957	6.6799221	3.5303889	6.5531265	4.06405	2.9798738	3.3027764	2.4138758	5.8284106	3.6181339	4.0357962	4.0593026	3.8690919	2.9082175	3.8718433	3.8712802	4.1195957	3.6082693	3.1852304	3.3827453	3.3446918
CTNNA2	4.4451548	3.4522749	6.270602	3.178101	4.163363	6.1624485	6.1079929	6.1434264	3.4402609	6.7844467	5.1890961	4.8695634	3.6879431	7.261135	5.4607049	5.1566409	5.8599074	2.9170074	3.9703652	4.2036598	5.9492627	2.1395478	4.2963985	5.8009028	4.3787482	5.4282141	5.3671676	4.5147705	5.8623091	5.852542	3.1903887	6.7482114	4.1122786	4.0453403	5.8083241	4.2650783	6.4455459	6.5166162	4.721066	6.9855122	6.7848441	6.6426704	5.7147075	3.6847006	3.7171067	4.0362403	2.9981311	3.9099736	3.8710483	4.0810736	4.428828	4.2518508	3.9624917
CXorf48	3.885068	2.8489189	3.4611764	2.7354838	3.6216434	3.7914372	2.2225825	2.9131841	3.3693365	2.9541317	3.8516782	3.857354	3.9508646	4.0595743	3.7382301	3.0930028	3.1537648	3.5309137	3.8597161	3.9652115	4.5331506	3.86947	4.1177884	3.7957408	4.2963319	3.3202084	3.4484317	3.5915992	4.1911847	3.4664223	3.0235857	3.7460847	3.3795219	3.7520513	3.6686659	3.2797603	3.5869544	3.4671107	4.7072872	3.5833921	4.0515242	3.8890931	3.7518098	3.7084758	4.2459288	4.7634371	4.3592745	2.7019168	4.0258818	3.8500852	3.7528661	3.7540344	4.0806991
CXorf61	3.0371628	3.2801463	4.324289	3.5572957	3.0727235	3.2435695	4.4330462	3.4001535	3.7917892	3.502463	3.6682164	3.4332879	3.2370278	3.3592194	3.4382163	4.6372651	4.1990973	3.3697077	3.9053774	3.5542294	3.7075697	3.8474196	3.0506125	2.7980074	2.9834944	3.6886818	2.1590541	3.4330283	3.4354271	2.4675936	3.3385894	3.9045614	3.3022857	3.2942108	3.7136323	3.3756245	3.6329766	3.0532903	4.4166848	3.2091064	3.2872995	4.5599072	3.8778293	3.5311486	3.722995	3.7864618	4.6944071	4.7750045	3.8905816	3.039499	3.3482859	3.5357701	3.4452001
DAZL	2.9201347	2.8792335	3.4140622	4.2904197	3.3286711	3.3797032	3.848368	1.9541122	3.0533573	3.8585991	3.9393761	3.3431238	2.6886368	3.0799488	3.5455365	3.551208	3.6268958	3.2859737	3.0228434	3.1721524	3.0919954	3.9365178	3.4044404	3.4360287	3.2588862	3.1312647	4.0767998	3.2299762	4.1580858	2.5941814	2.994953	3.1452904	3.1371218	3.9085214	4.1963693	3.063896	3.3565488	3.5093696	5.0666899	3.1669764	3.0165789	3.5097981	3.5288925	3.605327	1.738585	2.9384168	4.3085844	4.2770273	4.5753312	3.5954823	3.9480415	2.912836	3.8074762
DCAF12	4.7024799	4.7065448	5.5424342	5.6704584	5.7459586	4.5608055	5.8219967	6.4668171	4.7118299	4.7611798	5.59932	5.2046328	5.2637761	5.3238385	5.4777368	4.7790483	5.2876446	5.2064692	4.7276502	5.3191705	4.634063	5.3845361	5.0002091	5.3990117	3.9328126	5.5708146	5.7123864	5.4680661	5.8964862	5.4084777	4.6853884	5.4434275	5.9733743	5.3169473	5.3415355	5.1796155	5.5479587	5.7120843	5.0366073	6.1388299	4.8336511	5.4486851	4.9266292	5.6054832	3.1715722	4.8442791	4.908844	4.3161134	5.2282623	3.9727002	4.9307493	4.9370106	4.8975467
DDX43	3.8082167	3.9919702	3.2403473	4.6462581	4.0023969	3.6821686	4.1613949	3.7461934	3.9314658	3.3714575	4.4341916	3.7708621	3.6163214	3.9464659	3.8563383	3.1918407	3.9295064	4.1435061	3.1844059	3.759178	3.7771437	3.5225342	3.5077001	3.795555	3.6821036	4.0899172	3.6755198	4.2573399	3.6962183	4.1484751	2.9997488	3.8626288	3.5550683	4.0109437	3.3156674	3.9315616	3.8296587	2.9165347	4.0384963	3.2821113	4.1362694	3.9102956	3.1778677	3.8801286	5.0549535	3.4095257	2.7796365	3.3339063	2.8024001	3.7621636	4.5238327	3.3283665	3.3458406
DEPDC1	3.6959205	3.7234812	3.4839098	4.1759608	3.608417	4.0925074	3.6581556	3.5180349	3.5884508	3.5273773	3.6042036	3.8499676	2.8617577	3.6459505	3.5613458	4.2922019	4.3053121	4.9082867	4.0756324	3.6182488	3.9023827	4.1134571	4.544938	3.7011942	4.4229521	3.8993587	4.3634286	5.2757699	3.9561944	3.0824892	3.9145137	4.0700891	4.0956218	3.9816556	3.6938692	4.0659057	3.7272182	3.6470074	4.5626541	4.3081836	3.9730715	3.777158	4.1535358	4.0521357	5.0036843	4.4675597	4.0129329	3.7089901	4.5118936	4.4878165	3.7059554	4.1021327	3.4654399
DIAPH3	3.1884493	3.6381802	3.1779565	3.7010519	3.1298384	3.9831412	2.9038771	2.5989543	2.332494	4.000188	3.9748336	3.435041	4.8916133	3.3717061	4.0867231	2.9412799	3.3400046	2.9323986	3.9177576	2.6759152	4.2492435	2.6988208	3.3383745	3.8620196	3.3213959	4.2803751	3.1037662	2.4429271	3.1298393	2.9187217	3.9043164	3.3102852	3.286037	2.9471308	2.933203	3.1229122	3.2064556	3.7396755	4.8869875	3.9676897	1.5993222	3.5445531	3.3422067	3.604225	2.0385479	3.1157834	4.2881728	3.9394697	4.4209553	3.5515478	2.6763063	3.4424271	2.4065896
DKKL1	3.5830705	3.2347491	3.7600264	3.1735095	3.2770725	3.5064335	3.3759537	3.8124039	4.6985522	3.5431415	3.4117562	3.1545983	4.4592212	3.7305009	4.1193178	3.8886604	2.7523032	3.7111456	3.8658668	3.2953483	3.0848888	4.2922113	4.0055058	3.4889935	3.7365717	4.0578229	3.4705395	3.4854998	3.5011044	4.0096758	3.9155598	3.6023456	3.9443433	3.8437298	3.9698741	3.6905305	3.6587209	3.6473613	4.0648905	3.3981604	3.5895611	3.6636695	3.2986253	3.425901	4.8200684	4.5201774	5.1746443	4.6936905	3.8807503	3.7843568	3.3703432	3.6473477	3.6598641
DMC1	2.6414614	2.0465264	3.2285269	3.3261879	3.7885962	2.9505068	3.4233322	3.4917043	4.3618662	3.4147423	3.4780642	3.0115536	3.3247942	2.9966802	3.7269028	2.0904396	3.6344207	3.0919032	3.6285982	4.1059953	3.458934	3.8401852	3.995111	3.7273281	3.0545661	3.9850216	4.1773264	3.7790464	3.8277888	3.8694997	3.3819507	3.0050189	3.6388929	3.543873	3.7765295	3.508177	3.1839538	3.1384224	5.2850262	3.659161	2.9122937	3.0671107	2.5770475	3.8286619	4.5265454	3.0607609	5.3304999	3.8959542	3.9024241	3.7760754	2.5942374	2.6656161	3.0035588
DMRT1	3.6074851	3.3830358	2.915152	3.5834995	3.29142	3.3295926	2.9980717	3.7922563	3.4341201	3.0120486	3.4327892	5.3146886	3.2727332	2.8083793	3.7630488	3.3469343	3.3533659	2.9264449	3.2169274	3.1958272	4.1719733	3.7220952	3.4021265	3.3994873	3.557658	4.0264596	3.2883085	2.2282865	3.1719949	3.0730959	3.560222	3.0226468	2.7161348	2.8996517	2.9348126	2.8313311	3.3234183	2.9886487	4.0920698	2.9974171	3.9755196	2.9363454	3.4221051	2.8726252	2.0653673	3.5868686	3.9720805	2.3406335	3.9099685	3.3521167	3.2353618	3.7749658	4.2285855
DNAH8	3.3871121	3.1225142	2.952963	3.272445	3.1912029	2.9503074	3.7018592	3.4716991	3.9551319	3.1977403	3.2210404	3.3662044	3.1144369	3.0850219	3.6207596	4.4018515	3.651196	2.585193	3.2812	2.955519	3.1478466	4.3010874	3.8065174	3.1174724	3.1991731	4.2318645	3.5768217	2.6224833	3.0151547	3.7556944	3.6274978	3.1674015	3.5375574	3.5070412	3.182398	3.0677715	2.8872121	3.4289766	2.0568748	2.4688868	4.0149535	2.7356365	2.1302854	2.9758829	4.766457	3.0824666	3.6095962	3.6493376	5.0734345	2.965461	3.7144103	4.0631887	3.5955692
DNAJC5B	3.9184469	3.917228	3.5334169	3.3310037	4.2946215	3.4467183	4.1545305	3.4675294	3.9872926	3.5549737	3.8315398	3.5424217	2.2377441	3.4014679	4.1679588	2.3896665	4.0124139	3.3655435	3.8451357	3.0733589	3.7942127	2.8049515	3.7334688	3.594509	3.2729874	3.9831677	3.6654701	4.0807773	3.5952236	3.9483767	4.567981	3.6091561	3.9072475	3.8072491	3.3737009	3.8654821	3.0968315	3.0643213	4.5675249	3.7077749	4.1833021	4.4700546	3.8693433	3.8073003	1.7838854	2.1519083	3.4216143	3.7185803	5.0950077	3.0801859	4.1184135	3.8760009	4.2491956
DPPA4	3.2179854	3.6241525	3.8888281	2.7216181	3.3189415	3.0977212	2.8793331	2.940587	4.2247006	3.3523325	3.1502041	2.7417507	3.4177689	3.1974697	4.0096193	2.3040748	3.5389789	3.5799229	2.7621981	3.0329002	3.3007697	4.7566599	3.4747432	3.8443203	3.206001	3.6463034	2.9436436	3.4327137	3.8492333	3.9682771	3.2447281	3.664693	3.4678351	2.6234179	3.3887635	3.4078525	3.302158	3.8270736	1.464834	3.754033	2.6021643	3.8801785	3.9763029	3.258799	3.9732576	2.6709042	3.0961266	4.0412411	3.86657	3.5803279	3.667507	3.074913	4.007128
DSCR8	3.7563787	3.5067816	3.3179855	3.143296	3.1857112	2.3674923	2.5592236	2.7701612	2.2980636	8.1308259	2.6800088	2.5754888	4.1205928	3.0560998	3.949335	2.1181073	3.1075133	4.1897111	3.9007451	2.7564905	3.1607375	3.8619601	2.9827086	2.6691358	2.1973786	2.4146538	3.4484317	3.9065301	7.4961712	4.1479407	3.3778155	2.5096473	2.626098	2.8178414	2.7994521	2.4687192	3.1209091	2.6430243	3.1464793	3.4523943	3.3684911	2.7145494	3.5937955	3.4431908	3.6843792	4.4115847	4.8474021	4.2534648	4.7672587	3.8500852	3.8171344	3.4624688	3.407426
DTL	3.5038456	4.769757	4.3609735	4.3888944	4.0573079	4.2269662	4.2404215	3.8580545	4.5369346	5.2728938	4.0117877	4.1257656	6.2286098	4.3386991	4.9105529	4.4086974	4.1828223	4.3673392	3.983612	4.5900762	4.8257487	4.5111885	3.9068742	3.665157	4.1540656	4.348784	3.9001504	4.3159417	4.60438	4.4253444	3.9515356	3.876711	4.5521253	4.2779114	4.3309204	4.0420668	3.6606943	4.1743528	5.2254004	3.7912173	4.5048554	4.4590793	4.6098292	4.5713832	4.6804961	5.2370359	4.5057024	5.8530367	4.3750719	4.121762	3.5479288	3.7478144	4.4773871
